run_id,D_mJpm2,sigma,Temp,returncode,duration_s,run_dir
122,0.8571428571428572,0.0107142857142857,0.0,0,47.75615048408508,mumax_dataset_ku_by_block_disorder/run_00122
123,0.8571428571428572,0.0214285714285714,0.0,0,48.64034390449524,mumax_dataset_ku_by_block_disorder/run_00123
124,0.8571428571428572,0.0321428571428571,0.0,0,48.19048142433167,mumax_dataset_ku_by_block_disorder/run_00124
125,0.8571428571428572,0.0428571428571428,0.0,0,49.793097257614136,mumax_dataset_ku_by_block_disorder/run_00125
126,0.8571428571428572,0.0535714285714285,0.0,0,49.70435976982117,mumax_dataset_ku_by_block_disorder/run_00126
127,0.8571428571428572,0.0642857142857142,0.0,0,54.20740461349487,mumax_dataset_ku_by_block_disorder/run_00127
128,0.8571428571428572,0.075,0.0,0,48.18412113189697,mumax_dataset_ku_by_block_disorder/run_00128
129,0.8571428571428572,0.0857142857142857,0.0,0,47.14773368835449,mumax_dataset_ku_by_block_disorder/run_00129
130,0.8571428571428572,0.0964285714285714,0.0,0,47.72354769706726,mumax_dataset_ku_by_block_disorder/run_00130
131,0.8571428571428572,0.1071428571428571,0.0,0,52.81995224952698,mumax_dataset_ku_by_block_disorder/run_00131
132,0.8571428571428572,0.1178571428571428,0.0,0,47.63825702667236,mumax_dataset_ku_by_block_disorder/run_00132
133,0.8571428571428572,0.1285714285714285,0.0,0,50.87654232978821,mumax_dataset_ku_by_block_disorder/run_00133
134,0.8571428571428572,0.1392857142857143,0.0,0,47.94786715507507,mumax_dataset_ku_by_block_disorder/run_00134
135,0.8571428571428572,0.15,0.0,0,49.616106271743774,mumax_dataset_ku_by_block_disorder/run_00135
136,0.9642857142857144,0.0,0.0,0,55.4284930229187,mumax_dataset_ku_by_block_disorder/run_00136
137,0.9642857142857144,0.0107142857142857,0.0,0,50.263521671295166,mumax_dataset_ku_by_block_disorder/run_00137
138,0.9642857142857144,0.0214285714285714,0.0,0,48.6290864944458,mumax_dataset_ku_by_block_disorder/run_00138
139,0.9642857142857144,0.0321428571428571,0.0,0,46.94296669960022,mumax_dataset_ku_by_block_disorder/run_00139
140,0.9642857142857144,0.0428571428571428,0.0,0,46.84697079658508,mumax_dataset_ku_by_block_disorder/run_00140
141,0.9642857142857144,0.0535714285714285,0.0,0,48.319669246673584,mumax_dataset_ku_by_block_disorder/run_00141
142,0.9642857142857144,0.0642857142857142,0.0,0,48.61375141143799,mumax_dataset_ku_by_block_disorder/run_00142
143,0.9642857142857144,0.075,0.0,0,47.25962162017822,mumax_dataset_ku_by_block_disorder/run_00143
144,0.9642857142857144,0.0857142857142857,0.0,0,47.73710060119629,mumax_dataset_ku_by_block_disorder/run_00144
145,0.7170413415078355,0.0244524564027229,0.0,0,101.09457159042358,mumax_dataset_ku_by_block_disorder/run_00145
146,1.4711426843783466,0.1209459499629924,0.0,0,49.58437156677246,mumax_dataset_ku_by_block_disorder/run_00146
147,0.4231597154933853,0.1469992973865738,0.0,0,58.900084495544434,mumax_dataset_ku_by_block_disorder/run_00147
148,0.0177593252390713,0.0186500133244872,0.0,0,53.03972625732422,mumax_dataset_ku_by_block_disorder/run_00148
149,0.9915976581941058,0.022306421629417,0.0,0,76.28018975257874,mumax_dataset_ku_by_block_disorder/run_00149
150,0.5007793566646533,0.0696966255170374,0.0,0,61.79283142089844,mumax_dataset_ku_by_block_disorder/run_00150
151,0.4762800811890336,0.120355262376881,0.0,0,63.49603271484375,mumax_dataset_ku_by_block_disorder/run_00151
152,1.062791164233433,0.0746242243562848,0.0,0,58.53054690361023,mumax_dataset_ku_by_block_disorder/run_00152
153,0.8788785600923219,0.061506564037419,0.0,0,58.90016317367554,mumax_dataset_ku_by_block_disorder/run_00153
